year,employer_has_discussed_mh_formally,employer_has_mh_resources_and_options,anonymity_guaranteed,difficulty_asking_for_mh_related_medical_leave,comfortable_discussing_mh_with_coworkers,comfortable_discussing_mh_with_supervisors,has_medical_coverage_mhd_included,knows_local_or_online_mhd_resources,revealed_mhd_to_clients_or_business_contacts,negative_impact_of_revealing_mhd_to_clients_contacts,productivity_affected_by_mh,percentage_of_work_time_affected_by_mh,prev_employer_provided_mh_coverage,knew_prev_employer_mh_coverage_options,prev_employer_discussed_mh_formally,prev_employer_had_mh_resources_and_options,prev_employer_anonymity_guaranteed,comfortable_discussing_mh_with_prev_coworkers,comfortable_discussing_mh_with_prev_supervisors,willing_to_bring_up_ph_in_interview_y_n,willing_to_bring_up_ph_in_interview_y_n_reason,willing_to_bring_up_mh_in_interview_y_n,willing_to_bring_up_mh_in_interview_y_n_reason,observed_or_experienced_unsupportiveness_or_bad_response,observations_of_response_to_mhd_of_others_made_less_likely_to_reveal
2018,No,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Yes,NA,Maybe,NA,"Yes, I observed",No
2018,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,because it might disqualify me for the work. i know that's illegal but lol,No,because it might disqualify me for work. i know that's illegal but lol,No,No
2018,Yes,Yes,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Depends on whether I believe the issue is pertinent to the job interview and my performance on the job.,Maybe,Same as previous: depends on if I think it's pertinent to my performance on the job.,Maybe/Not sure,N/A
2018,No,No,I don't know,I don't know,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,I would only bring up a physical health issue if it directly impacted my needs or ability to perform the job.,No,I would only bring up a mental health issue if it directly impacted my needs or ability to perform the job.,No,N/A
2018,No,Yes,Yes,Somewhat difficult,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,No,At some of my previous employers,Some of my previous supervisors,Maybe,NA,Maybe,NA,Maybe/Not sure,No
2018,No,I don't know,I don't know,Somewhat easy,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,Sometimes required flexibility for WFH vs commute  due to pain of commute. Some interview orgs do not like WFH / remote options regardless of reason,No,Already so much judgement in an interview. No need to add distinct marker to your interview,"Yes, I observed",Yes
2018,No,Yes,I don't know,Very easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"If I felt the physical health issue might interfere with work I would bring it up. If not, I wouldn't.",Maybe,"This would depend more on where I'm at treatment wise, but I would be nervous that it may affect my chances of getting the job over a similarly able candidate who does not have a mental health disorder.","Yes, I observed",No
2018,Yes,I don't know,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,NA,Maybe,NA,"Yes, I observed",Yes
2018,I don't know,I don't know,Yes,Very easy,No,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,"Yes, always","No, at none of my previous employers",I don't know,Yes,To be upfront with the condition.,No,worried about preception.,"Yes, I observed",Yes
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,None did,I don't know,At some of my previous employers,I don't know,Yes,NA,Maybe,NA,"Yes, I experienced",No
2018,I don't know,I don't know,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did",I don't know,At some of my previous employers,"Yes, all of my previous supervisors",Yes,NA,No,NA,No,No
2018,No,Yes,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Because it's commonplace and ""normal"" to accommodate for those issues.",No,Because of the associated stigma and peoples' assumptions about what the issue mean.,"Yes, I observed",Yes
2018,No,I don't know,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,Sometimes,At some of my previous employers,Some of my previous supervisors,Yes,NA,Yes,NA,No,No
2018,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,"I've got enough reasons for them to say no without adding more, lol.",No,My condition is reasonably manageable and wouldn't be an impediment when being managed.,Maybe/Not sure,No
2018,No,I don't know,I don't know,Somewhat easy,No,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Maybe,I would be concerned that bias (unconscious or otherwise) would affect my chances of being selected.,No,I would be worried that I wouldn't be selected because of it.,Maybe/Not sure,Maybe
2018,No,Yes,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),I don't know,None did,I don't know,"No, at none of my previous employers",I don't know,No,It might affect the chances of getting the job.,No,NA,"Yes, I experienced",Maybe
2018,I don't know,I don't know,Yes,Neither easy nor difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,not a good idea,No,not a good idea,"Yes, I experienced",N/A
2018,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,"Yes, always","No, at none of my previous employers","Yes, all of my previous supervisors",No,I know i will be okay / be able to work around it. If i didn't think i could i would not take the job.,No,I know i will be okay / be able to work around it. If i didn't think i could i would not take the job.,Maybe/Not sure,Maybe
2018,Yes,Yes,Yes,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,None did,I don't know,At some of my previous employers,"Yes, all of my previous supervisors",Maybe,"Physical health issues that are related to my job performance will definitely be brought up. If it's not related to my job performance, I may leave them out because I'd be concerned about it costing me the job.",No,Mental health issues carry a stigma that I believe would make it very difficult get a job if disclosed openly.,No,No
2018,Yes,I don't know,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,No,I would not want to be discriminated against.,No,To prevent discrimination.,Maybe/Not sure,Maybe
2018,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",No,Not unless it interfered with my ability to perform my job.,No,I would not want to give them a prejudice against me. It's none of their business at that point re: whether they would hire me or not.,No,No
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any","No, because it would impact me negatively",N/A,Yes,26-50%,"No, none did",N/A (was not aware),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,It would negatively affect my chances of getting the job regardless of what they may say.,No,"No one wants someone with ""issues"", esp. mental ones working for them, esp. within an industry that relies on their brain.","Yes, I observed",Yes
2018,Yes,No,I don't know,Difficult,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,No,No
2018,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"Depends on the physical issue, but on the whole if it affected my ability to do that job I would likely mention it.",No,"I've never felt safe enough to do so at that early stage, because of stigma.",Maybe/Not sure,No
2018,I don't know,I don't know,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,I don't know,I was aware of some,Some did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,I would only bring it up if it was about necessary accommodations or the type of work I could do.,No,I don't foresee as much necessity for needing accommodations or accessibility.,No,No
2018,Yes,Yes,Yes,Somewhat easy,No,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,None did,I don't know,"No, at none of my previous employers",I don't know,No,possibly reason to be not hired,No,possible reason to not be hired,No,Maybe
2018,No,I don't know,I don't know,Somewhat difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,Sometimes,At some of my previous employers,Some of my previous supervisors,Maybe,"It's none of their business. Even after I'm hired, they shouldn't be looking at my health-insurance claims.",No,"Same reason as above. Additionally, my MH problems have resulted in several extended periods of absenteeism, and I do not want potential employers to know about that.","Yes, I experienced",N/A
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,NA,No,NA,No,No
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","Sometimes, if it comes up",I'm not sure,Yes,76-100%,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,I would only talk about health if it were relevant to the job. I fear oversharing.,Maybe,If it was relevant I would mention it in a second interview.,"Yes, I observed",No
2018,No,No,Yes,Very easy,Maybe,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Yes,its more socially accepted,No,bias,Maybe/Not sure,No
2018,No,Yes,No,Difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,Insurance costs and bias might lead to equal weight candidates being eliminated based on preexisting conditions or perceived ailments that might require time off.,No,"Employers largely don’t understand mental illness. Many feel like mental illness equates to instability, violence, decreased potential, and other traits detrimental to the business.","Yes, I observed",No
2018,No,I don't know,I don't know,Difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers",Some of my previous supervisors,Maybe,Far too personal unless it interferes directly with work.,No,People tend to discriminate and give you looks of overbearing concern/judgement when you mention these types of issues.,"Yes, I observed",Yes
2018,No,No,I don't know,Somewhat difficult,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,"Yes, they all did",Sometimes,"Yes, at all of my previous employers","Yes, all of my previous supervisors",No,"Physical impairment is viewed as weak, fearful, or lazy by a lot of employers.",No,"Potential employers are looking for stability, and I would be worried that they'd view any mental issues as a red flag.","Yes, I observed",Maybe
2018,Yes,Yes,I don't know,I don't know,Maybe,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,I would be worried it could hurt my chances at the job.,No,I believe it would hurt my chances of getting the job.,No,N/A
2018,No,No,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",Some did,None did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,NA,No,NA,Maybe/Not sure,No
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several",Not applicable to me,I'm not sure,Unsure,NA,Some did,"No, I only became aware later",None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,"Depends on the issue. If it's irritable bowel syndrome, I probably wouldn't. But, if something will take me away from work (even mentally) I'd let them know so we could work around it.",Maybe,"Again, depends on severity of situation. I wouldn't be in an interview if I had severe depression or cripling anxiety episode, but, I may let them know that it happened if it just did.",No,N/A
2018,Yes,I don't know,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,NA,Maybe,NA,"Yes, I observed",No
2018,No,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,No,"No, at none of my previous employers","No, none of my previous supervisors",Maybe,If it was relevant or I needed accommodations.,No,NA,No,N/A
2018,No,I don't know,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Maybe,NA,No,Prevalence of hostility towards those with mental illnesses and high risk with minimal benefit as I can mostly manage symptoms,"Yes, I experienced",N/A
2018,NA,NA,NA,NA,NA,NA,1,I know some,Not applicable to me,N/A,Unsure,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,"If it's relevant to the job, it seems like a thing to bring up during a good-faith interview",Maybe,"If it's relevant to the job, it seems like a thing to bring up during a good-faith interview",Maybe/Not sure,No
2018,No,Yes,I don't know,I don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"Yes, at all of my previous employers","Yes, all of my previous supervisors",Maybe,Physical health is typically much shorter term than mental so I feel like it wouldn't matter TOO much.,No,Feel as if it would be a deal breaker and would immediately get looked over.,"Yes, I experienced",No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,"Yes, always",At some of my previous employers,"No, none of my previous supervisors",No,I want the job.,No,I want the job.,No,No
2018,Yes,Yes,I don't know,Somewhat easy,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,Depends on how it would affect the job.,Maybe,Doesn't necessarily seem applicable if treatment is going well.,Maybe/Not sure,No
2018,Yes,Yes,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,Fear of discrimination,No,Fear of discrimination,"Yes, I observed",No
2018,No,No,Yes,Somewhat easy,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always","No, at none of my previous employers","No, none of my previous supervisors",Maybe,"It would depend on whether I felt the issue might interfere with my ability to do the work. If so, I would point it out ahead of time to make sure the employer was okay with it.",No,I don't share this information with anyone.,No,No
2018,Yes,Yes,Yes,Very easy,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,I feel it would put me at a disadvantage,No,I feel it would put me at a disadvantage,Maybe/Not sure,Yes
2018,Yes,Yes,I don't know,Somewhat difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,I have seen such things handled badly so many times that I have absolutely no trust in it being handled well anywhere else.,No,"I have never seen it handled well anywhere, I am not telling strangers.","Yes, I observed",Yes
2018,No,I don't know,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,depends on the issue,Maybe,depends on the issue,No,N/A
2018,No,Yes,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,No,"While hiring discrimination is technically illegal, it is difficult to prove with aggregate data and impossible to prove from a single case. If your prospective employers discriminate by disability, you're looking at years of unemployment before recovering damages.",No,Same as physical health. It's too hard and takes too long to prove discrimination.,No,Yes
2018,No,No,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,None did,None did,I don't know,"Yes, at all of my previous employers",Some of my previous supervisors,Maybe,NA,No,NA,"Yes, I experienced",No
2018,NA,NA,NA,NA,NA,NA,1,"No, I don't know any","No, because it would impact me negatively",I'm not sure,Yes,1-25%,Some did,"Yes, I was aware of all of them",Some did,Some did,"Yes, always","No, at none of my previous employers","No, none of my previous supervisors",Maybe,"I would if I needed special accommodation, but otherwise I wouldn't. I would be hesitant either way.",No,I believe it would be off-putting and bring into question my competency. I feel it would hurt my changes of getting hired.,Maybe/Not sure,N/A
2018,No,I don't know,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,"Yes, always","No, at none of my previous employers","No, none of my previous supervisors",No,"There is literature encouraging manager not to hire or continue to employ individuals who admit to having personality disorders or mental illnesses, and those with obvious mental illnesses or personality disorders are regularly bullied and are terminated with extreme prejudice.",No,An interview is a time for a potential employee to convince a potential employer of the benefits of bringing them into an organization. It is not a time to disclose weaknesses or disadvantages.,"Yes, I experienced",Yes
2018,Yes,Yes,Yes,Very easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them",None did,"Yes, they all did","Yes, always",At some of my previous employers,"Yes, all of my previous supervisors",No,I don't want to be seen as weak.,No,I wouldn't want the stigma of being unstable.,"Yes, I observed",Yes
2018,No,No,I don't know,Difficult,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"I would not want to come across as a complainer, I wouldn't want that to cost me the job.",No,"While I think we've made a lot of progress in accepting mental health issues and being more open about them, I still think there is a heavy negative bias. If it came down to me and another equally qualified candidate, I wouldn't want to worry that my mental illness cost me a job. I wouldn't want to be seen as a liability. Also due to my previous negative experience with being open with a manager about my mental health issues, I'm much less likely to open up to anyone in a position of power about it at work. The manager was initially supportive, but later used my conditions to insult and degrade me.","Yes, I experienced",Yes
2018,Yes,Yes,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,At some of my previous employers,I don't know,Maybe,"It would depend on the job and the circumstance. If I felt that it wouldn’t interfere with the job or my coworkers, then I might not bring it up in an interview. If I felt it would affect my work or my coworkers jobs, then yes, I’d bring it up.",No,I feel like there’s still lots of stigma surrounding mental health issues and mood disorders. I would worry that it would negatively affect my interviewers perception of me and my ability to do good work...ironically I suppose I’m also contributing to this stigma by not being open to discussing my mental health in an interview.,Maybe/Not sure,No
2018,No,No,I don't know,Difficult,No,No,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,No,I'm not comfortable talking about health issues during interviews.,No,I'm not comfortable talking about health issues during interviews.,"Yes, I experienced",N/A
2018,No,No,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,Some did,I don't know,At some of my previous employers,"No, none of my previous supervisors",No,Not really appropriate for the context of an interview.,No,Not really applicable before an interview; I could only see a negative impact.,No,N/A
2018,No,No,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),Some did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"It's not worth the risk that they react badly. And if I'm not obliged to tell them, I'd prefer to keep it private",No,"It's not worth the risk that they react badly. And if I'm not obliged to tell them, I'd prefer to keep it private",No,No
2018,No,Yes,I don't know,I don't know,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",Yes,"Employers are more accepting and accommodating of physical issues, but there is still some stigma around them.",No,I feel like I would be discriminated against more with a mental health issue.,Maybe/Not sure,No
2018,No,No,I don't know,Somewhat easy,Yes,No,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,No,At some of my previous employers,Some of my previous supervisors,Yes,"I think people are more ""accepting"" of physical health issues than they are mental health issues because there is a perception of futility with regards to physical health. (ie - ""Oh, you're missing a leg, well I can't help you with that"")",Maybe,"Mental health issues are still very frowned upon or not easily talked about in the US, and many people are not comfortable talking about it. I fear that if I were to bring it up during an interview, it may affect my chances of obtaining an offer.","Yes, I experienced",Yes
2018,No,I don't know,Yes,Neither easy nor difficult,Yes,No,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,I don't know,"Yes, at all of my previous employers","No, none of my previous supervisors",Maybe,Fear of it being leveraged against me in negotiations or candidacy,Maybe,Fear of it being leveraged against me as a potential candidate,No,No
2018,Yes,No,Yes,Very easy,Yes,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,I don't know,"No, at none of my previous employers","No, none of my previous supervisors",No,I would be afraid that it would disqualify me from the position.,No,"I feel like I would be stigmatized. I'm already a minority, and adding any kind of mental illness to that aspect would not reflect positively on me.",Maybe/Not sure,No
2018,No,No,I don't know,I don't know,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Don’t want them to not consider me for a job,No,"Most people have a stigma associated with this, I would talk to friends or people I knew well but not in an interview","Yes, I experienced",N/A
2018,No,I don't know,No,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"I don't have any that would require accommodation, so I feel like it could only hurt or be neutral on my chances of securing a new job.  If I had a physical health problem that would require accommodation, I would want to disclose that in advance so it didn't become an issue later.",No,"I'm hired as a knowledge worker - there's too much prejudice in society about mental illness, so I wouldn't bring it up and possibly hurt my chances.",Maybe/Not sure,Maybe
2018,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),I don't know,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,Depends on whether I think it would affect my work and their perception of me,Maybe,Depends on whether it would affect my work and their perception of me,"Yes, I observed",Yes
2018,I don't know,I don't know,I don't know,Somewhat easy,Maybe,Yes,NA,NA,NA,NA,NA,NA,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always","Yes, at all of my previous employers","Yes, all of my previous supervisors",No,I don't have anything that would be necessary to share at this time.,No,I don't have anything of merit to discuss at this time.,No,No
2018,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,"No, I only became aware later",None did,None did,"Yes, always",At some of my previous employers,Some of my previous supervisors,Maybe,I would need some job security or assurance before disclosing.,No,The stigma would no doubt be a strike against me.,No,N/A
2018,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,"I would bring up a physical health issue if I felt it would affect my ability to work a ""normal schedule"" or if it was obvious (better to discuss openly than to have them make assumptions).",Maybe,I would be unlikely to bring up a mental health issue in an interview unless I believed the interviewer was likely to already know about it (e.g. if I previously knew the interviewer and mental health had come up as a topic of discussion).,No,No
2018,No,No,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,I was aware of some,Some did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,Yes,"One has to be upfront about one's needs and expectations, in order to get an appropriate and  accommodating job. Of course it helps me to be able to say this, that I am a non-minority software engineer in high demand.",Maybe,"Same reason as above, you have to level-set about expectations and needs. But mental health issues are tricker, and some interviewers may make judgements, so it feels harder to discuss.",Maybe/Not sure,Yes
2018,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,I don't know,"Yes, I was aware of all of them",I don't know,"Yes, they all did","Yes, always",At some of my previous employers,"No, none of my previous supervisors",Yes,I would bring it up because I am comfortable talking about it.,Maybe,I am afraid that my mental health disorder can prevent me from a job or I could be looked as a worse candidate compared to others.,No,No
2018,Yes,Yes,I don't know,Somewhat easy,Yes,Maybe,NA,NA,NA,NA,NA,NA,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",At some of my previous employers,Some of my previous supervisors,No,"It's not relevant to my employability and is none of my potential employer's business. I would be concerned about unconscious bias in their decision making if I brought it up. If it were relevant, in that it would prevent me from performing job functions, it's unlikely I'd be applying for the job.",No,"Same answer as above, with the addition of there being deep cultural stigma toward those with mental illness.","Yes, I observed",No
2018,No,No,I don't know,I don't know,Yes,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,Sometimes,At some of my previous employers,Some of my previous supervisors,No,NA,No,NA,No,No
2018,Yes,Yes,I don't know,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,None did,No,"No, at none of my previous employers",Some of my previous supervisors,Maybe,Only if it might impact my ability to do the job I was interviewing for,Maybe,I would bring it up within the context of determining what resources they had available for those with mental health issues.  I have mental health issues and would want to ensure there was support in place should I need it.,"Yes, I observed",No
2018,NA,NA,NA,NA,NA,NA,1,"Yes, I know several","Sometimes, if it comes up",No,Yes,51-75%,"Yes, they all did",I was aware of some,None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,If it's going to effect my day to day,Maybe,I would need to know they're going to be understanding,No,No
2018,No,No,Yes,I don't know,Maybe,No,NA,NA,NA,NA,NA,NA,Some did,N/A (was not aware),Some did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"It doesn't seem relevant to the job. Also, I am currently not experiencing any physical health issues.",Maybe,"It really depends. Likely, I would say that I wouldn't because it would be irrelevant to the job. I may be curious about how their health benefits include mental health and how work schedules could be flexible around it, however.","Yes, I observed",N/A
2018,Yes,Yes,Yes,Neither easy nor difficult,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe,It would depend a lot on the issue. I probably wouldn't bring it up if it wasn't likely to affect my work.,No,This is only something I would bring up after an offer was made. I would worry about prejudice in hiring.,No,No
2018,Yes,Yes,Yes,Very easy,No,No,NA,NA,NA,NA,NA,NA,"No, none did",N/A (none offered),None did,None did,No,"No, at none of my previous employers","No, none of my previous supervisors",No,Might not get a job.,No,Definitely wouldn't get a job.,No,No
2018,Yes,Yes,Yes,Very easy,Yes,Yes,NA,NA,NA,NA,NA,NA,I don't know,N/A (was not aware),None did,None did,I don't know,At some of my previous employers,"No, none of my previous supervisors",Yes,NA,Yes,NA,No,No
2018,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,NA,NA,NA,NA,NA,NA,Some did,I was aware of some,None did,Some did,I don't know,At some of my previous employers,Some of my previous supervisors,No,"I would not. I feel that even though it is illegal to not hire someone because of physical limitations, that would be a mark against my candidacy in an interview.",No,See above.,Maybe/Not sure,Maybe
2018,NA,NA,NA,NA,NA,NA,1,I know some,"Sometimes, if it comes up",Yes,Yes,1-25%,"No, none did",N/A (was not aware),None did,None did,I don't know,At some of my previous employers,Some of my previous supervisors,Maybe,This is not necessarily their business,No,Because I did in the past and the outcome was negative.,"Yes, I experienced",No
2018,No,No,I don't know,Somewhat easy,Maybe,No,NA,NA,NA,NA,NA,NA,"No, none did","No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers",I don't know,Yes,"I'm diabetic, & it can even affect an interview.",No,I don't want them to think I'm lazy or looking for excuses or unreliable.,Maybe/Not sure,Maybe
2018,No,I don't know,I don't know,Somewhat difficult,No,Yes,NA,NA,NA,NA,NA,NA,I don't know,"No, I only became aware later",None did,None did,I don't know,"No, at none of my previous employers",I don't know,Maybe,If it would interfere with me being able to come into work,No,I would fear it would somehow influence their decision in hiring me.,No,No
